
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090890                         R98                              471   1   2   1   1 2      2 0 XSIG150575          153190401
07090890                         R99                              470   1   1   1   1 1      1 0 AD_CS0              153182209
07090890                         R99                              470   1   2   1   1 2      2 0 XSIG150575          153190401
07090890                         R100                             468   1   1   1   1 1      1 0 GND                 153853953
07090890                         R100                             468   1   2   1   1 2      2 0 XSIG150587          153231361
07090890                         R101                             469   1   1   1   1 1      1 0 AD_CS2              153223169
07090890                         R101                             469   1   2   1   1 2      2 0 XSIG150587          153231361
07090890                         R102                             466   1   1   1   1 1      1 0 GND                 153853953
07090890                         R102                             466   1   2   1   1 2      2 0 XSIG150594          153251841
07090890                         R103                             467   1   1   1   1 1      1 0 AD_CS3              153243649
07090890                         R103                             467   1   2   1   1 2      2 0 XSIG150594          153251841
07090890                         R104                             465   1   1   1   1 1      1 0 +3.3V               153563137
07090890                         R104                             465   1   2   1   1 2      2 0 CANA_TX             153399297
07090890                         R105                             464   1   1   1   1 1      1 0 +5V_para_1          153698305
07090890                         R105                             464   1   2   1   1 2      2 0 UART1_RXD_ISO       153731073
07090890                         R106                             463   1   1   1   1 1      1 0 XSIG170461          153694209
07090890                         R106                             463   1   2   1   1 2      2 0 GND_para_1          153743361
07090890                         R107                             462   1   1   1   1 1      1 0 XSIG170459          153690113
07090890                         R107                             462   1   2   1   1 2      2 0 +5V_para_1          153698305
07090890                         R108                             474   1   1   1   1 1      1 0 XSIG090194          151023617
07090890                         R108                             474   1   2   1   1 2      2 0 GND                 153853953
07090890                         R109                             456   1   1   1   1 1      1 0 GND                 153853953
07090890                         R109                             456   1   2   1   1 2      2 0 XSIG100283          151142401
07090890                         R110                             455   1   1   1   1 1      1 0 GND                 153853953
07090890                         R110                             455   1   2   1   1 2      2 0 XSIG100295          151179265
07090890                         R111                             454   1   1   1   1 1      1 0 GND                 153853953
07090890                         R111                             454   1   2   1   1 2      2 0 XSIG100332          151289857
07090890                         R112                             453   1   1   1   1 1      1 0 GND                 153853953
07090890                         R112                             453   1   2   1   1 2      2 0 XSIG100356          151363585
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090890                         R113                             452   1   1   1   1 1      1 0 GND                 153853953
07090890                         R113                             452   1   2   1   1 2      2 0 XSIG110148          151519233
07090890                         R114                             451   1   1   1   1 1      1 0 GND                 153853953
07090890                         R114                             451   1   2   1   1 2      2 0 XSIG110170          151592961
07090890                         R115                             450   1   1   1   1 1      1 0 GND                 153853953
07090890                         R115                             450   1   2   1   1 2      2 0 XSIG110213          151707649
07090890                         R116                             449   1   1   1   1 1      1 0 GND                 153853953
07090890                         R116                             449   1   2   1   1 2      2 0 XSIG110241          151793665
07090890                         R117                             448   1   1   1   1 1      1 0 GND                 153853953
07090890                         R117                             448   1   2   1   1 2      2 0 XSIG120141          151896065
07090890                         R118                             447   1   1   1   1 1      1 0 GND                 153853953
07090890                         R118                             447   1   2   1   1 2      2 0 XSIG120165          151969793
07090890                         R119                             446   1   1   1   1 1      1 0 GND                 153853953
07090890                         R119                             446   1   2   1   1 2      2 0 XSIG120206          152084481
07090890                         R120                             445   1   1   1   1 1      1 0 GND                 153853953
07090890                         R120                             445   1   2   1   1 2      2 0 XSIG120235          152170497
07090890                         R121                             444   1   1   1   1 1      1 0 GND                 153853953
07090890                         R121                             444   1   2   1   1 2      2 0 XSIG130242          152272897
07090890                         R122                             443   1   1   1   1 1      1 0 GND                 153853953
07090890                         R122                             443   1   2   1   1 2      2 0 XSIG130264          152346625
07090890                         R123                             442   1   1   1   1 1      1 0 GND                 153853953
07090890                         R123                             442   1   2   1   1 2      2 0 XSIG130306          152461313
07090890                         R124                             441   1   1   1   1 1      1 0 GND                 153853953
07090890                         R124                             441   1   2   1   1 2      2 0 XSIG130335          152547329
07090890                         R125                             440   1   1   1   1 1      1 0 GND                 153853953
07090890                         R125                             440   1   2   1   1 2      2 0 XSIG100309          151216129
07090890                         R126                             439   1   1   1   1 1      1 0 GND                 153853953
07090890                         R126                             439   1   2   1   1 2      2 0 XSIG100319          151252993
07090890                         R127                             438   1   1   1   1 1      1 0 GND                 153853953
07090890                         R127                             438   1   2   1   1 2      2 0 XSIG100346          151326721
07090890                         R128                             437   1   1   1   1 1      1 0 GND                 153853953
07090890                         R128                             437   1   2   1   1 2      2 0 XSIG110138          151482369
07090890                         R129                             436   1   1   1   1 1      1 0 GND                 153853953
07090890                         R129                             436   1   2   1   1 2      2 0 XSIG110157          151556097
07090890                         R130                             435   1   1   1   1 1      1 0 GND                 153853953
07090890                         R130                             435   1   2   1   1 2      2 0 XSIG110246          151810049
07090890                         R131                             434   1   1   1   1 1      1 0 GND                 153853953
07090890                         R131                             434   1   2   1   1 2      2 0 XSIG110225          151748609
07090890                         R132                             433   1   1   1   1 1      1 0 GND                 153853953
07090890                         R132                             433   1   2   1   1 2      2 0 XSIG120128          151859201
07090890                         R133                             432   1   1   1   1 1      1 0 GND                 153853953
07090890                         R133                             432   1   2   1   1 2      2 0 XSIG120155          151932929
07090890                         R134                             431   1   1   1   1 1      1 0 GND                 153853953
07090890                         R134                             431   1   2   1   1 2      2 0 XSIG120239          152186881
07090890                         R135                             430   1   1   1   1 1      1 0 GND                 153853953
07090890                         R135                             430   1   2   1   1 2      2 0 XSIG120221          152125441
07090890                         R136                             429   1   1   1   1 1      1 0 GND                 153853953
07090890                         R136                             429   1   2   1   1 2      2 0 XSIG130232          152236033
07090890                         R137                             428   1   1   1   1 1      1 0 GND                 153853953
07090890                         R137                             428   1   2   1   1 2      2 0 XSIG130251          152309761
07090890                         R138                             427   1   1   1   1 1      1 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090890                         R138                             427   1   2   1   1 2      2 0 XSIG130339          152563713
07090890                         R139                             426   1   1   1   1 1      1 0 GND                 153853953
07090890                         R139                             426   1   2   1   1 2      2 0 XSIG130321          152502273
07090890                         R140                             425   1   1   1   1 1      1 0 GND                 153853953
07090890                         R140                             425   1   2   1   1 2      2 0 XSIG140250          152649729
07090890                         R141                             424   1   1   1   1 1      1 0 GND                 153853953
07090890                         R141                             424   1   2   1   1 2      2 0 XSIG100271          151093249
07090890                         R142                             420   1   1   1   1 1      1 0 VREF_5V             151052289
07090890                         R142                             420   1   2   1   1 2      2 0 +12V_DSP            149168129
07090890                         R143                             419   1   1   1   1 1      1 0 VREF_5V             151052289
07090890                         R143                             419   1   2   1   1 2      2 0 +12V_DSP            149168129
07090890                         R144                             418   1   1   1   1 1      1 0 VREF_5V             151052289
07090890                         R144                             418   1   2   1   1 2      2 0 +12V_DSP            149168129
07090890                         R145                             411   1   1   1   1 1      1 0 VREF_5V             151052289
07090890                         R145                             411   1   2   1   1 2      2 0 +12V_DSP            149168129
07090890                         R146                             422   1   1   1   1 1      1 0 VREF_5V             151052289
07090890                         R146                             422   1   2   1   1 2      2 0 XSIG090194          151023617
07090890                         R410                             461   1   1   1   1 1      1 0 XSIG070419          150126593
07090890                         R410                             461   1   2   1   1 2      2 0 XSIG070430          150167553
07090890                         R411                             410   1   1   1   1 1      1 0 XSIG070419          150126593
07090890                         R411                             410   1   2   1   1 2      2 0 XSIG070425          150147073
07090890                         R412                             460   1   1   1   1 1      1 0 XSIG070437          150196225
07090890                         R412                             460   1   2   1   1 2      2 0 XSIG070448          150237185
07090890                         R413                             409   1   1   1   1 1      1 0 XSIG070437          150196225
07090890                         R413                             409   1   2   1   1 2      2 0 XSIG070443          150216705
07090890                         R414                             459   1   1   1   1 1      1 0 XSIG070455          150265857
07090890                         R414                             459   1   2   1   1 2      2 0 XSIG070470          150306817
07090890                         R415                             408   1   1   1   1 1      1 0 XSIG070455          150265857
07090890                         R415                             408   1   2   1   1 2      2 0 XSIG070462          150286337
07090890                         R416                             458   1   1   1   1 1      1 0 XSIG070478          150335489
07090890                         R416                             458   1   2   1   1 2      2 0 XSIG070489          150376449
07090890                         R417                             417   1   1   1   1 1      1 0 XSIG070478          150335489
07090890                         R417                             417   1   2   1   1 2      2 0 XSIG070484          150355969
07090890                         R418                             457   1   1   1   1 1      1 0 XSIG070496          150405121
07090890                         R418                             457   1   2   1   1 2      2 0 XSIG070511          150446081
07090890                         R419                             416   1   1   1   1 1      1 0 XSIG070496          150405121
07090890                         R419                             416   1   2   1   1 2      2 0 XSIG070503          150425601
07090890                         R420                             477   1   1   1   1 1      1 0 XSIG070519          150474753
07090890                         R420                             477   1   2   1   1 2      2 0 XSIG070534          150515713
07090890                         R421                             413   1   1   1   1 1      1 0 XSIG070519          150474753
07090890                         R421                             413   1   2   1   1 2      2 0 XSIG070526          150495233
07090890                         R422                             423   1   1   1   1 1      1 0 XSIG080404          150896641
07090890                         R422                             423   1   2   1   1 2      2 0 XSIG080311          150560769
07090890                         R423                             412   1   1   1   1 1      1 0 XSIG080406          150904833
07090890                         R423                             412   1   2   1   1 2      2 0 XSIG080327          150626305
07090890                         R424                             476   1   1   1   1 1      1 0 XSIG080405          150900737
07090890                         R424                             476   1   2   1   1 2      2 0 XSIG080316          150581249
07090890                         R425                             475   1   1   1   1 1      1 0 XSIG080407          150908929
07090890                         R425                             475   1   2   1   1 2      2 0 XSIG080332          150646785
07090890                         R576                             415   1   1   1   1 1      1 0 CANA_L              153456641
07090890                         R576                             415   1   2   1   1 2      2 0 CANA_H              153452545
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090890                         R577                             414   1   1   1   1 1      1 0 CANB_L              153604097
07090890                         R577                             414   1   2   1   1 2      2 0 CANB_H              153595905
07090917                         R183                             525   1   1   1   1 1      1 0 XSIG031076          149123073
07090917                         R183                             525   1   2   1   1 2      2 0 XSIG031081          149131265
07090917                         R184                             524   1   1   1   1 1      1 0 XSIG031039          149045249
07090917                         R184                             524   1   2   1   1 2      2 0 XSIG031112          149180417
07090917                         R185                             523   1   1   1   1 1      1 0 XSIG031113          149184513
07090917                         R185                             523   1   2   1   1 2      2 0 XSIG031114          149188609
07090917                         R186                             521   1   1   1   1 1      1 0 GND                 153853953
07090917                         R186                             521   1   2   1   1 2      2 0 XSIG090206          151060481
07090917                         R187                             520   1   1   1   1 1      1 0 XSIG031049          149061633
07090917                         R187                             520   1   2   1   1 2      2 0 XSIG031112          149180417
07090917                         R188                             519   1   1   1   1 1      1 0 XSIG031038          149041153
07090917                         R188                             519   1   2   1   1 2      2 0 XSIG031114          149188609
07090917                         R192                             522   1   1   1   1 1      1 0 XSIG090202          151044097
07090917                         R192                             522   1   2   1   1 2      2 0 VREF_5V             151052289
07090917                         R193                             518   1   1   1   1 1      1 0 XSIG031130          149233665
07090917                         R193                             518   1   2   1   1 2      2 0 GND                 153853953
07090917                         R194                             517   1   1   1   1 1      1 0 XSIG090207          151064577
07090917                         R194                             517   1   2   1   1 2      2 0 VREF_5V             151052289
07090932                         R426                             829   1   1   1   1 1      1 0 XSIG070429          150163457
07090932                         R426                             829   1   2   2   1 2      2 0 XSIG070430          150167553
07090932                         R427                             828   1   1   1   1 1      1 0 XSIG070447          150233089
07090932                         R427                             828   1   2   2   1 2      2 0 XSIG070448          150237185
07090932                         R428                             827   1   1   1   1 1      1 0 XSIG070468          150302721
07090932                         R428                             827   1   2   2   1 2      2 0 XSIG070470          150306817
07090932                         R429                             826   1   1   1   1 1      1 0 XSIG070488          150372353
07090932                         R429                             826   1   2   2   1 2      2 0 XSIG070489          150376449
07090932                         R430                             825   1   1   1   1 1      1 0 XSIG070509          150441985
07090932                         R430                             825   1   2   2   1 2      2 0 XSIG070511          150446081
07090932                         R431                             832   1   1   1   1 1      1 0 XSIG070532          150511617
07090932                         R431                             832   1   2   2   1 2      2 0 XSIG070534          150515713
07090932                         R432                             831   1   1   1   1 1      1 0 XSIG080315          150577153
07090932                         R432                             831   1   2   2   1 2      2 0 XSIG080316          150581249
07090932                         R433                             830   1   1   1   1 1      1 0 XSIG080331          150642689
07090932                         R433                             830   1   2   2   1 2      2 0 XSIG080332          150646785
07090932                         R434                             834   1   1   1   1 1      1 0 XSIG080309          150552577
07090932                         R434                             834   1   2   2   1 2      2 0 XSIG080311          150560769
07090932                         R435                             833   1   1   1   1 1      1 0 XSIG080325          150618113
07090932                         R435                             833   1   2   2   1 2      2 0 XSIG080327          150626305
07090932                         R436                             838   1   1   1   1 1      1 0 XSIG070458          150278145
07090932                         R436                             838   1   2   2   1 2      2 0 XSIG070462          150286337
07090932                         R437                             835   1   1   1   1 1      1 0 XSIG070522          150487041
07090932                         R437                             835   1   2   2   1 2      2 0 XSIG070526          150495233
07090932                         R438                             836   1   1   1   1 1      1 0 XSIG070499          150417409
07090932                         R438                             836   1   2   2   1 2      2 0 XSIG070503          150425601
07090932                         R439                             840   1   1   1   1 1      1 0 XSIG070423          150138881
07090932                         R439                             840   1   2   2   1 2      2 0 XSIG070425          150147073
07090932                         R440                             839   1   1   1   1 1      1 0 XSIG070441          150208513
07090932                         R440                             839   1   2   2   1 2      2 0 XSIG070443          150216705
07090932                         R441                             837   1   1   1   1 1      1 0 XSIG070482          150347777
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090932                         R441                             837   1   2   2   1 2      2 0 XSIG070484          150355969
07090985                         R86                              337   1   1   1   1 1      1 0 XSIG031005          148963329
07090985                         R86                              337   1   2   2   1 2      2 0 GND                 153853953
07090985                         R87                              336   1   1   1   1 1      1 0 XSIG031023          149008385
07090985                         R87                              336   1   2   2   1 2      2 0 -12V_1_1E           149020673
07090985                         R88                              335   1   1   1   1 1      1 0 XSIG031125          149213185
07090985                         R88                              335   1   2   2   1 2      2 0 GND                 153853953
07090985                         R323                             331   1   1   1   1 1      1 0 VB_INNER            149389313
07090985                         R323                             331   1   2   2   1 2      2 0 XSIG040970          149377025
07090985                         R324                             330   1   1   1   1 1      1 0 VC_INNER            149413889
07090985                         R324                             330   1   2   2   1 2      2 0 XSIG040981          149401601
07090985                         R325                             329   1   1   1   1 1      1 0 VBUS_port+          149499905
07090985                         R325                             329   1   2   2   1 2      2 0 XSIG050858          149495809
07090985                         R326                             328   1   1   1   1 1      1 0 VBUS_port-          149532673
07090985                         R326                             328   1   2   2   1 2      2 0 XSIG050868          149528577
07090985                         R327                             327   1   1   1   1 1      1 0 VBUS_inner+         149565441
07090985                         R327                             327   1   2   2   1 2      2 0 XSIG050878          149561345
07090985                         R328                             326   1   1   1   1 1      1 0 VBUS_inner-         149598209
07090985                         R328                             326   1   2   2   1 2      2 0 XSIG050888          149594113
07090985                         R329                             325   1   1   1   1 1      1 0 DC1_Bus_port        149630977
07090985                         R329                             325   1   2   2   1 2      2 0 XSIG050898          149626881
07090985                         R330                             324   1   1   1   1 1      1 0 DC2_Bus_port        149663745
07090985                         R330                             324   1   2   2   1 2      2 0 XSIG050908          149659649
07090985                         R331                             323   1   1   1   1 1      1 0 DC1_Bus_inner       149696513
07090985                         R331                             323   1   2   2   1 2      2 0 XSIG050918          149692417
07090985                         R332                             322   1   1   1   1 1      1 0 DC2_Bus_inner       149729281
07090985                         R332                             322   1   2   2   1 2      2 0 XSIG050928          149725185
07090985                         R333                             321   1   1   1   1 1      1 0 DC1_12V             149762049
07090985                         R333                             321   1   2   2   1 2      2 0 XSIG050938          149757953
07090985                         R334                             320   1   1   1   1 1      1 0 DC2_12V             149794817
07090985                         R334                             320   1   2   2   1 2      2 0 XSIG050948          149790721
07090985                         R335                             319   1   1   1   1 1      1 0 IL_A                150351873
07090985                         R335                             319   1   2   2   1 2      2 0 XSIG060783          149823489
07090985                         R336                             318   1   1   1   1 1      1 0 DC1_I_L             149868545
07090985                         R336                             318   1   2   2   1 2      2 0 XSIG060791          149848065
07090985                         R337                             317   1   1   1   1 1      1 0 DC2_I_L             149893121
07090985                         R337                             317   1   2   2   1 2      2 0 XSIG060799          149872641
07090985                         R338                             316   1   1   1   1 1      1 0 IL_B                150421505
07090985                         R338                             316   1   2   2   1 2      2 0 XSIG060811          149897217
07090985                         R339                             315   1   1   1   1 1      1 0 IL_C                150491137
07090985                         R339                             315   1   2   2   1 2      2 0 XSIG060821          149921793
07090985                         R340                             313   1   1   1   1 1      1 0 GND                 153853953
07090985                         R340                             313   1   2   2   1 2      2 0 XSIG040939          149286913
07090985                         R341                             312   1   1   1   1 1      1 0 GND                 153853953
07090985                         R341                             312   1   2   2   1 2      2 0 XSIG040950          149311489
07090985                         R342                             311   1   1   1   1 1      1 0 GND                 153853953
07090985                         R342                             311   1   2   2   1 2      2 0 XSIG040960          149336065
07090985                         R343                             310   1   1   1   1 1      1 0 GND                 153853953
07090985                         R343                             310   1   2   2   1 2      2 0 XSIG040966          149360641
07090985                         R344                             309   1   1   1   1 1      1 0 GND                 153853953
07090985                         R344                             309   1   2   2   1 2      2 0 XSIG040975          149385217
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090985                         R345                             308   1   1   1   1 1      1 0 GND                 153853953
07090985                         R345                             308   1   2   2   1 2      2 0 XSIG040986          149409793
07090985                         R346                             307   1   1   1   1 1      1 0 GND                 153853953
07090985                         R346                             307   1   2   2   1 2      2 0 XSIG060785          149827585
07090985                         R347                             306   1   1   1   1 1      1 0 GND                 153853953
07090985                         R347                             306   1   2   2   1 2      2 0 XSIG060793          149852161
07090985                         R348                             305   1   1   1   1 1      1 0 GND                 153853953
07090985                         R348                             305   1   2   2   1 2      2 0 XSIG060802          149876737
07090985                         R349                             304   1   1   1   1 1      1 0 GND                 153853953
07090985                         R349                             304   1   2   2   1 2      2 0 XSIG060813          149901313
07090985                         R350                             303   1   1   1   1 1      1 0 GND                 153853953
07090985                         R350                             303   1   2   2   1 2      2 0 XSIG060824          149925889
07090985                         R351                             314   1   1   1   1 1      1 0 VA_PORT             149291009
07090985                         R351                             314   1   2   2   1 2      2 0 XSIG040936          149278721
07090985                         R352                             334   1   1   1   1 1      1 0 VB_PORT             149315585
07090985                         R352                             334   1   2   2   1 2      2 0 XSIG040945          149303297
07090985                         R353                             333   1   1   1   1 1      1 0 VC_PORT             149340161
07090985                         R353                             333   1   2   2   1 2      2 0 XSIG040956          149327873
07090985                         R354                             332   1   1   1   1 1      1 0 VA_INNER            149438465
07090985                         R354                             332   1   2   2   1 2      2 0 XSIG040964          149352449
07090985                         R355                             302   1   1   1   1 1      1 0 GND                 153853953
07090985                         R355                             302   1   2   2   1 2      2 0 XSIG050858          149495809
07090985                         R356                             301   1   1   1   1 1      1 0 GND                 153853953
07090985                         R356                             301   1   2   2   1 2      2 0 XSIG050868          149528577
07090985                         R357                             300   1   1   1   1 1      1 0 GND                 153853953
07090985                         R357                             300   1   2   2   1 2      2 0 XSIG050878          149561345
07090985                         R358                             299   1   1   1   1 1      1 0 GND                 153853953
07090985                         R358                             299   1   2   2   1 2      2 0 XSIG050888          149594113
07090985                         R359                             298   1   1   1   1 1      1 0 GND                 153853953
07090985                         R359                             298   1   2   2   1 2      2 0 XSIG050898          149626881
07090985                         R360                             297   1   1   1   1 1      1 0 GND                 153853953
07090985                         R360                             297   1   2   2   1 2      2 0 XSIG050908          149659649
07090985                         R361                             296   1   1   1   1 1      1 0 GND                 153853953
07090985                         R361                             296   1   2   2   1 2      2 0 XSIG050918          149692417
07090985                         R362                             295   1   1   1   1 1      1 0 GND                 153853953
07090985                         R362                             295   1   2   2   1 2      2 0 XSIG050928          149725185
07090985                         R363                             294   1   1   1   1 1      1 0 GND                 153853953
07090985                         R363                             294   1   2   2   1 2      2 0 XSIG050938          149757953
07090985                         R364                             293   1   1   1   1 1      1 0 GND                 153853953
07090985                         R364                             293   1   2   2   1 2      2 0 XSIG050948          149790721
07090985                         R375                             342   1   1   1   1 1      1 0 XSIG060834          149950465
07090985                         R375                             342   1   2   2   1 2      2 0 XSIG060833          149946369
07090985                         R376                             343   1   1   1   1 1      1 0 IL_A                150351873
07090985                         R376                             343   1   2   2   1 2      2 0 XSIG060834          149950465
07090985                         R377                             340   1   1   1   1 1      1 0 XSIG060850          149999617
07090985                         R377                             340   1   2   2   1 2      2 0 XSIG060848          149995521
07090985                         R378                             341   1   1   1   1 1      1 0 IL_B                150421505
07090985                         R378                             341   1   2   2   1 2      2 0 XSIG060850          149999617
07090985                         R379                             338   1   1   1   1 1      1 0 XSIG060867          150048769
07090985                         R379                             338   1   2   2   1 2      2 0 XSIG060865          150044673
07090985                         R380                             339   1   1   1   1 1      1 0 IL_C                150491137
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
07090985                         R380                             339   1   2   2   1 2      2 0 XSIG060867          150048769
08010071                         C264                            1111   1   1   1   1 1      1 0 +24V_1              152760321
08010071                         C264                            1111   1   2   2   1 2      2 0 FAN_GND             152739841
08010270                         C174                             641   1   1   1   1 1      1 0 +12V_DSP            149168129
08010270                         C174                             641   1   2   2   1 2      2 0 GND                 153853953
08010270                         C175                             640   1   1   1   1 1      1 0 +12V_DSP            149168129
08010270                         C175                             640   1   2   2   1 2      2 0 GND                 153853953
08010270                         C176                             639   1   1   1   1 1      1 0 +12V_DSP            149168129
08010270                         C176                             639   1   2   2   1 2      2 0 GND                 153853953
08010270                         C177                             638   1   1   1   1 1      1 0 +12V_DSP            149168129
08010270                         C177                             638   1   2   2   1 2      2 0 GND                 153853953
08010516                         C167                             397   1   1   1   1 1      1 0 GND                 153853953
08010516                         C167                             397   1   2   2   1 2      2 0 -12V_1_1E           149020673
08010516                         C168                             396   1   1   1   1 1      1 0 +12V_1_1J           149192705
08010516                         C168                             396   1   2   2   1 2      2 0 GND                 153853953
08010516                         C169                             394   1   1   1   1 1      1 0 +12V_1_1J           149192705
08010516                         C169                             394   1   2   2   1 2      2 0 GND                 153853953
08010516                         C183                             395   1   1   1   1 1      1 0 +5V                 149266433
08010516                         C183                             395   1   2   2   1 2      2 0 GND                 153853953
08010602                         C170                             404   1   1   1   1 1      1 0 +24V_1              152760321
08010602                         C170                             404   1   2   2   1 2      2 0 GND                 153853953
08010602                         C171                             402   1   1   1   1 1      1 0 +24V_1_1B           149098497
08010602                         C171                             402   1   2   2   1 2      2 0 GND                 153853953
08010602                         C172                             403   1   1   1   1 1      1 0 +24V_1_1B           149098497
08010602                         C172                             403   1   2   2   1 2      2 0 GND                 153853953
08050092                         C274                            1159   1   1   1   1 1      1 0 PGND5               153681921
08050092                         C274                            1159   1   2   1   1 2      2 0 UART1_485-          153673729
08050092                         C275                            1158   1   1   1   1 1      1 0 UART1_485+          153669633
08050092                         C275                            1158   1   2   1   1 2      2 0 PGND5               153681921
08070228                         C276                            1166   1   1   1   1 1      1 0 XSIG180066          153763841
08070228                         C276                            1166   1   2   1   1 2      2 0 GND                 153853953
08070230                         C214                             793   1   1   1   1 1      1 0 IL_A_DSP            153292801
08070230                         C214                             793   1   2   1   1 2      2 0 XSIG060785          149827585
08070230                         C215                             792   1   1   1   1 1      1 0 DC1_I_L_DSP         153341953
08070230                         C215                             792   1   2   1   1 2      2 0 XSIG060793          149852161
08070230                         C216                             791   1   1   1   1 1      1 0 DC2_I_L_DSP         153350145
08070230                         C216                             791   1   2   1   1 2      2 0 XSIG060802          149876737
08070230                         C217                             790   1   1   1   1 1      1 0 IL_B_DSP            153300993
08070230                         C217                             790   1   2   1   1 2      2 0 XSIG060813          149901313
08070230                         C218                             789   1   1   1   1 1      1 0 IL_C_DSP            153309185
08070230                         C218                             789   1   2   1   1 2      2 0 XSIG060824          149925889
08070230                         C219                             788   1   1   1   1 1      1 0 XSIG060783          149823489
08070230                         C219                             788   1   2   1   1 2      2 0 REF1.5V             150089729
08070230                         C220                             787   1   1   1   1 1      1 0 XSIG060791          149848065
08070230                         C220                             787   1   2   1   1 2      2 0 REF1.5V             150089729
08070230                         C221                             786   1   1   1   1 1      1 0 XSIG060799          149872641
08070230                         C221                             786   1   2   1   1 2      2 0 REF1.5V             150089729
