
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050026                         Q48                              943   1   1   1   1 3      3 0 +12V_1_1D           151388161
15050026                         Q48                              943   1   2   2   1 1      1 0 XSIG100382          151441409
15050026                         Q48                              943   1   3   3   1 2      2 0 DRV_B_G2            151273473
15050026                         Q49                              942   1   1   1   1 3      3 0 +12V_1_1D           151388161
15050026                         Q49                              942   1   2   2   1 1      1 0 XSIG100386          151449601
15050026                         Q49                              942   1   3   3   1 2      2 0 DRV_B_G3            151310337
15050026                         Q50                              941   1   1   1   1 3      3 0 +12V_1_1D           151388161
15050026                         Q50                              941   1   2   2   1 1      1 0 XSIG100390          151457793
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050026                         Q50                              941   1   3   3   1 2      2 0 DRV_B_G4            151347201
15050026                         Q51                              973   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q51                              973   1   2   2   1 1      1 0 XSIG110176          151613441
15050026                         Q51                              973   1   3   3   1 2      2 0 DRV_C_G1            151465985
15050026                         Q52                              972   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q52                              972   1   2   2   1 1      1 0 XSIG110179          151621633
15050026                         Q52                              972   1   3   3   1 2      2 0 DRV_C_G2            151502849
15050026                         Q53                              971   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q53                              971   1   2   2   1 1      1 0 XSIG110183          151629825
15050026                         Q53                              971   1   3   3   1 2      2 0 DRV_C_G3            151539713
15050026                         Q54                              970   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q54                              970   1   2   2   1 1      1 0 XSIG110187          151638017
15050026                         Q54                              970   1   3   3   1 2      2 0 DRV_C_G4            151576577
15050026                         Q55                              969   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q55                              969   1   2   2   1 1      1 0 XSIG110197          151658497
15050026                         Q55                              969   1   3   3   1 2      2 0 DRV_AC_RSV1         151646209
15050026                         Q56                              968   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q56                              968   1   2   2   1 1      1 0 XSIG110207          151691265
15050026                         Q56                              968   1   3   3   1 2      2 0 DRV_AC_RSV2         151695361
15050026                         Q57                              967   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q57                              967   1   2   2   1 1      1 0 XSIG110220          151736321
15050026                         Q57                              967   1   3   3   1 2      2 0 DRV_MAIN_RLY        151724033
15050026                         Q58                              966   1   1   1   1 3      3 0 +12V_1_1C           151830529
15050026                         Q58                              966   1   2   2   1 1      1 0 XSIG110232          151773185
15050026                         Q58                              966   1   3   3   1 2      2 0 DRV_SOFT_RLY        151777281
15050026                         Q59                              965   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q59                              965   1   2   2   1 1      1 0 XSIG120171          151990273
15050026                         Q59                              965   1   3   3   1 2      2 0 DC1_DRV_Pri_1       151842817
15050026                         Q60                              964   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q60                              964   1   2   2   1 1      1 0 XSIG120174          151998465
15050026                         Q60                              964   1   3   3   1 2      2 0 DC1_DRV_Pri_2       151879681
15050026                         Q61                              963   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q61                              963   1   2   2   1 1      1 0 XSIG120177          152006657
15050026                         Q61                              963   1   3   3   1 2      2 0 DC1_DRV_Pri_3       151916545
15050026                         Q62                              962   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q62                              962   1   2   2   1 1      1 0 XSIG120181          152014849
15050026                         Q62                              962   1   3   3   1 2      2 0 DC1_DRV_Pri_4       151953409
15050026                         Q63                              961   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q63                              961   1   2   2   1 1      1 0 XSIG120187          152035329
15050026                         Q63                              961   1   3   3   1 2      2 0 DC1_DRV_Sec_1       152023041
15050026                         Q64                              960   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q64                              960   1   2   2   1 1      1 0 XSIG120198          152068097
15050026                         Q64                              960   1   3   3   1 2      2 0 DC1_DRV_Sec_2       152072193
15050026                         Q65                              959   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q65                              959   1   2   2   1 1      1 0 XSIG120217          152113153
15050026                         Q65                              959   1   3   3   1 2      2 0 DC1_DRV_Sec_3       152100865
15050026                         Q66                              958   1   1   1   1 3      3 0 +12V_1_1B           152207361
15050026                         Q66                              958   1   2   2   1 1      1 0 XSIG120228          152150017
15050026                         Q66                              958   1   3   3   1 2      2 0 DC1_DRV_Sec_4       152154113
15050026                         Q67                              957   1   1   1   1 3      3 0 +12V_1_1A           152584193
15050026                         Q67                              957   1   2   2   1 1      1 0 XSIG130270          152367105
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050026                         Q67                              957   1   3   3   1 2      2 0 DC2_DRV_Pri_1       152219649
15050026                         Q68                              956   1   1   1   1 3      3 0 +12V_1_1A           152584193
15050026                         Q68                              956   1   2   2   1 1      1 0 XSIG130273          152375297
15050026                         Q68                              956   1   3   3   1 2      2 0 DC2_DRV_Pri_2       152256513
15050026                         Q69                              955   1   1   1   1 3      3 0 +12V_1_1A           152584193
15050026                         Q69                              955   1   2   2   1 1      1 0 XSIG130277          152383489
15050026                         Q69                              955   1   3   3   1 2      2 0 DC2_DRV_Pri_3       152293377
15050026                         Q70                              954   1   1   1   1 3      3 0 +12V_1_1A           152584193
15050026                         Q70                              954   1   2   2   1 1      1 0 XSIG130281          152391681
15050026                         Q70                              954   1   3   3   1 2      2 0 DC2_DRV_Pri_4       152330241
15050026                         Q71                              953   1   1   1   1 3      3 0 +12V_1_1A           152584193
15050026                         Q71                              953   1   2   2   1 1      1 0 XSIG130288          152412161
15050026                         Q71                              953   1   3   3   1 2      2 0 DC2_DRV_Sec_1       152399873
15050026                         Q72                              940   1   1   1   1 3      3 0 AD_CS1_12V          153214977
15050026                         Q72                              940   1   2   2   1 1      1 0 XSIG150581          153210881
15050026                         Q72                              940   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q73                              939   1   1   1   1 3      3 0 AD_CS0_12V          153186305
15050026                         Q73                              939   1   2   2   1 1      1 0 XSIG150575          153190401
15050026                         Q73                              939   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q74                              938   1   1   1   1 3      3 0 AD_CS2_12V          153235457
15050026                         Q74                              938   1   2   2   1 1      1 0 XSIG150587          153231361
15050026                         Q74                              938   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q75                              937   1   1   1   1 3      3 0 AD_CS3_12V          153255937
15050026                         Q75                              937   1   2   2   1 1      1 0 XSIG150594          153251841
15050026                         Q75                              937   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q76                              991   1   1   1   1 3      3 0 XSIG100359          151375873
15050026                         Q76                              991   1   2   2   1 1      1 0 XSIG100356          151363585
15050026                         Q76                              991   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q77                              997   1   1   1   1 3      3 0 XSIG100336          151302145
15050026                         Q77                              997   1   2   2   1 1      1 0 XSIG100332          151289857
15050026                         Q77                              997   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q78                              999   1   1   1   1 3      3 0 XSIG110160          151568385
15050026                         Q78                              999   1   2   2   1 1      1 0 XSIG110157          151556097
15050026                         Q78                              999   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q79                              990   1   1   1   1 3      3 0 XSIG110174          151605249
15050026                         Q79                              990   1   2   2   1 1      1 0 XSIG110170          151592961
15050026                         Q79                              990   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q80                             1001   1   1   1   1 3      3 0 XSIG120194          152055809
15050026                         Q80                             1001   1   2   2   1 1      1 0 XSIG120239          152186881
15050026                         Q80                             1001   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q81                              994   1   1   1   1 3      3 0 XSIG120210          152096769
15050026                         Q81                              994   1   2   2   1 1      1 0 XSIG120206          152084481
15050026                         Q81                              994   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q82                              993   1   1   1   1 3      3 0 XSIG120225          152137729
15050026                         Q82                              993   1   2   2   1 1      1 0 XSIG120221          152125441
15050026                         Q82                              993   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q83                              988   1   1   1   1 3      3 0 XSIG120238          152182785
15050026                         Q83                              988   1   2   2   1 1      1 0 XSIG120235          152170497
15050026                         Q83                              988   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q84                              987   1   1   1   1 3      3 0 XSIG130236          152248321
15050026                         Q84                              987   1   2   2   1 1      1 0 XSIG130232          152236033
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050026                         Q84                              987   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q85                              977   1   1   1   1 3      3 0 XSIG130245          152285185
15050026                         Q85                              977   1   2   2   1 1      1 0 XSIG130242          152272897
15050026                         Q85                              977   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q86                              975   1   1   1   1 3      3 0 XSIG130268          152358913
15050026                         Q86                              975   1   2   2   1 1      1 0 XSIG130264          152346625
15050026                         Q86                              975   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q87                              985   1   1   1   1 3      3 0 XSIG100286          151154689
15050026                         Q87                              985   1   2   2   1 1      1 0 XSIG100283          151142401
15050026                         Q87                              985   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q88                              984   1   1   1   1 3      3 0 XSIG100299          151191553
15050026                         Q88                              984   1   2   2   1 1      1 0 XSIG100295          151179265
15050026                         Q88                              984   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q89                              992   1   1   1   1 3      3 0 XSIG100313          151228417
15050026                         Q89                              992   1   2   2   1 1      1 0 XSIG100309          151216129
15050026                         Q89                              992   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q90                              996   1   1   1   1 3      3 0 XSIG100322          151265281
15050026                         Q90                              996   1   2   2   1 1      1 0 XSIG100319          151252993
15050026                         Q90                              996   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q91                              995   1   1   1   1 3      3 0 XSIG110142          151494657
15050026                         Q91                              995   1   2   2   1 1      1 0 XSIG110138          151482369
15050026                         Q91                              995   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q92                             1000   1   1   1   1 3      3 0 XSIG110151          151531521
15050026                         Q92                             1000   1   2   2   1 1      1 0 XSIG110148          151519233
15050026                         Q92                             1000   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q93                              974   1   1   1   1 3      3 0 XSIG130294          152432641
15050026                         Q93                              974   1   2   2   1 1      1 0 XSIG130339          152563713
15050026                         Q93                              974   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q94                              981   1   1   1   1 3      3 0 XSIG130310          152473601
15050026                         Q94                              981   1   2   2   1 1      1 0 XSIG130306          152461313
15050026                         Q94                              981   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q95                              980   1   1   1   1 3      3 0 XSIG130325          152514561
15050026                         Q95                              980   1   2   2   1 1      1 0 XSIG130321          152502273
15050026                         Q95                              980   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q96                             1006   1   1   1   1 3      3 0 XSIG130338          152559617
15050026                         Q96                             1006   1   2   2   1 1      1 0 XSIG130335          152547329
15050026                         Q96                             1006   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q97                             1005   1   1   1   1 3      3 0 XSIG140254          152662017
15050026                         Q97                             1005   1   2   2   1 1      1 0 XSIG140250          152649729
15050026                         Q97                             1005   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q98                              983   1   1   1   1 3      3 0 XSIG110216          151719937
15050026                         Q98                              983   1   2   2   1 1      1 0 XSIG110213          151707649
15050026                         Q98                              983   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q99                              982   1   1   1   1 3      3 0 XSIG110228          151760897
15050026                         Q99                              982   1   2   2   1 1      1 0 XSIG110225          151748609
15050026                         Q99                              982   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q100                            1004   1   1   1   1 3      3 0 XSIG110245          151805953
15050026                         Q100                            1004   1   2   2   1 1      1 0 XSIG110241          151793665
15050026                         Q100                            1004   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q101                            1003   1   1   1   1 3      3 0 XSIG120131          151871489
15050026                         Q101                            1003   1   2   2   1 1      1 0 XSIG120128          151859201
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050026                         Q101                            1003   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q102                             979   1   1   1   1 3      3 0 XSIG120145          151908353
15050026                         Q102                             979   1   2   2   1 1      1 0 XSIG120141          151896065
15050026                         Q102                             979   1   3   3   1 2      2 0 GND                 153853953
15050026                         Q103                            1002   1   1   1   1 3      3 0 XSIG120168          151982081
15050026                         Q103                            1002   1   2   2   1 1      1 0 XSIG120165          151969793
15050026                         Q103                            1002   1   3   3   1 2      2 0 GND                 153853953
15050072                         Q1                               915   1   1   1   1 1      1 0 XSIG130298          152444929
15050072                         Q1                               915   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q1                               915   1   3   3   1 2      2 0 DC2_DRV_Sec_2       152449025
15050072                         Q2                               914   1   1   1   1 1      1 0 XSIG130317          152489985
15050072                         Q2                               914   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q2                               914   1   3   3   1 2      2 0 DC2_DRV_Sec_3       152477697
15050072                         Q3                               913   1   1   1   1 1      1 0 XSIG130329          152526849
15050072                         Q3                               913   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q3                               913   1   3   3   1 2      2 0 DC2_DRV_Sec_4       152530945
15050072                         Q4                               912   1   1   1   1 1      1 0 XSIG140241          152629249
15050072                         Q4                               912   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q4                               912   1   3   3   1 2      2 0 PWM_FAN             152633345
15050072                         Q5                               911   1   1   1   1 1      1 0 XSIG100365          151400449
15050072                         Q5                               911   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q5                               911   1   3   3   1 2      2 0 DRV_A_G1            151072769
15050072                         Q6                               910   1   1   1   1 1      1 0 XSIG100368          151408641
15050072                         Q6                               910   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q6                               910   1   3   3   1 2      2 0 DRV_A_G2            151126017
15050072                         Q7                               909   1   1   1   1 1      1 0 XSIG100371          151416833
15050072                         Q7                               909   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q7                               909   1   3   3   1 2      2 0 DRV_A_G3            151162881
15050072                         Q8                               908   1   1   1   1 1      1 0 XSIG100375          151425025
15050072                         Q8                               908   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q8                               908   1   3   3   1 2      2 0 DRV_A_G4            151199745
15050072                         Q9                               907   1   1   1   1 1      1 0 XSIG100379          151433217
15050072                         Q9                               907   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q9                               907   1   3   3   1 2      2 0 DRV_B_G1            151236609
15050072                         Q10                              906   1   1   1   1 1      1 0 XSIG100382          151441409
15050072                         Q10                              906   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q10                              906   1   3   3   1 2      2 0 DRV_B_G2            151273473
15050072                         Q11                              905   1   1   1   1 1      1 0 XSIG100386          151449601
15050072                         Q11                              905   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q11                              905   1   3   3   1 2      2 0 DRV_B_G3            151310337
15050072                         Q12                              904   1   1   1   1 1      1 0 XSIG100390          151457793
15050072                         Q12                              904   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q12                              904   1   3   3   1 2      2 0 DRV_B_G4            151347201
15050072                         Q13                              936   1   1   1   1 1      1 0 XSIG110176          151613441
15050072                         Q13                              936   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q13                              936   1   3   3   1 2      2 0 DRV_C_G1            151465985
15050072                         Q14                              935   1   1   1   1 1      1 0 XSIG110179          151621633
15050072                         Q14                              935   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q14                              935   1   3   3   1 2      2 0 DRV_C_G2            151502849
15050072                         Q15                              934   1   1   1   1 1      1 0 XSIG110183          151629825
15050072                         Q15                              934   1   2   2   1 3      3 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050072                         Q15                              934   1   3   3   1 2      2 0 DRV_C_G3            151539713
15050072                         Q16                              933   1   1   1   1 1      1 0 XSIG110187          151638017
15050072                         Q16                              933   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q16                              933   1   3   3   1 2      2 0 DRV_C_G4            151576577
15050072                         Q17                              932   1   1   1   1 1      1 0 XSIG110197          151658497
15050072                         Q17                              932   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q17                              932   1   3   3   1 2      2 0 DRV_AC_RSV1         151646209
15050072                         Q18                              931   1   1   1   1 1      1 0 XSIG110207          151691265
15050072                         Q18                              931   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q18                              931   1   3   3   1 2      2 0 DRV_AC_RSV2         151695361
15050072                         Q19                              930   1   1   1   1 1      1 0 XSIG110220          151736321
15050072                         Q19                              930   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q19                              930   1   3   3   1 2      2 0 DRV_MAIN_RLY        151724033
15050072                         Q20                              929   1   1   1   1 1      1 0 XSIG110232          151773185
15050072                         Q20                              929   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q20                              929   1   3   3   1 2      2 0 DRV_SOFT_RLY        151777281
15050072                         Q21                              928   1   1   1   1 1      1 0 XSIG120171          151990273
15050072                         Q21                              928   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q21                              928   1   3   3   1 2      2 0 DC1_DRV_Pri_1       151842817
15050072                         Q22                              927   1   1   1   1 1      1 0 XSIG120174          151998465
15050072                         Q22                              927   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q22                              927   1   3   3   1 2      2 0 DC1_DRV_Pri_2       151879681
15050072                         Q23                              926   1   1   1   1 1      1 0 XSIG120177          152006657
15050072                         Q23                              926   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q23                              926   1   3   3   1 2      2 0 DC1_DRV_Pri_3       151916545
15050072                         Q24                              925   1   1   1   1 1      1 0 XSIG120181          152014849
15050072                         Q24                              925   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q24                              925   1   3   3   1 2      2 0 DC1_DRV_Pri_4       151953409
15050072                         Q25                              924   1   1   1   1 1      1 0 XSIG120187          152035329
15050072                         Q25                              924   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q25                              924   1   3   3   1 2      2 0 DC1_DRV_Sec_1       152023041
15050072                         Q26                              923   1   1   1   1 1      1 0 XSIG120198          152068097
15050072                         Q26                              923   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q26                              923   1   3   3   1 2      2 0 DC1_DRV_Sec_2       152072193
15050072                         Q27                              922   1   1   1   1 1      1 0 XSIG120217          152113153
15050072                         Q27                              922   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q27                              922   1   3   3   1 2      2 0 DC1_DRV_Sec_3       152100865
15050072                         Q28                              921   1   1   1   1 1      1 0 XSIG120228          152150017
15050072                         Q28                              921   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q28                              921   1   3   3   1 2      2 0 DC1_DRV_Sec_4       152154113
15050072                         Q29                              920   1   1   1   1 1      1 0 XSIG130270          152367105
15050072                         Q29                              920   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q29                              920   1   3   3   1 2      2 0 DC2_DRV_Pri_1       152219649
15050072                         Q30                              919   1   1   1   1 1      1 0 XSIG130273          152375297
15050072                         Q30                              919   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q30                              919   1   3   3   1 2      2 0 DC2_DRV_Pri_2       152256513
15050072                         Q31                              918   1   1   1   1 1      1 0 XSIG130277          152383489
15050072                         Q31                              918   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q31                              918   1   3   3   1 2      2 0 DC2_DRV_Pri_3       152293377
15050072                         Q32                              917   1   1   1   1 1      1 0 XSIG130281          152391681
15050072                         Q32                              917   1   2   2   1 3      3 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
15050072                         Q32                              917   1   3   3   1 2      2 0 DC2_DRV_Pri_4       152330241
15050072                         Q33                              916   1   1   1   1 1      1 0 XSIG130288          152412161
15050072                         Q33                              916   1   2   2   1 3      3 0 GND                 153853953
15050072                         Q33                              916   1   3   3   1 2      2 0 DC2_DRV_Sec_1       152399873
15050161                         Q108                            1182   1   1   1   1 1      1 0 XSIG180086          153821185
15050161                         Q108                            1182   1   2   2   1 4      3 0 GND                 153853953
15050161                         Q108                            1182   1   3   3   1 3      2 0 XSIG180104          153874433
15050162                         Q107                            1181   1   1   1   1 1      1 0 XSIG180086          153821185
15050162                         Q107                            1181   1   2   2   1 4      3 0 +24V                153829377
15050162                         Q107                            1181   1   3   3   1 3      2 0 XSIG180104          153874433
15060063                         Q109                            1186   1   1   1   1 2      2 0 XSIG140221          152592385
15060063                         Q109                            1186   1   2   2   1 1      1 0 XSIG140230          152608769
15060063                         Q109                            1186   1   3   3   1 3      3 0 GND                 153853953
19020105                         sp1                             1160   1   1   1   1 1      1 0 UART1_485+          153669633
19020105                         sp1                             1160   1   2   2   1 2      2 0 PGND5               153681921
19020105                         sp1                             1160   1   3   3   1 3      3 0 UART1_485-          153673729
36020209                         U1                               126   1   1   1   1 2      2 0 DA_CurLmtMain       150790145
36020209                         U1                               126   1   2   2   1 3      3 0                        0
36020209                         U1                               126   1   3   3   1 4      4 0                        0
36020209                         U1                               126   1   4   4   1 5      5 0 DA_CurLmtAux        150839297
36020209                         U1                               126   1   5   5   1 6      6 0                        0
36020209                         U1                               126   1   6   6   1 7      7 0                        0
36020209                         U1                               126   1   7   7   1 8      8 0                        0
36020209                         U1                               126   1   8   8   1 9      9 0 DA_CurLmtDC         150712321
36020209                         U1                               126   1   9   9   1 18    18 0 PWM_DA_CurLmtMain   150671361
36020209                         U1                               126   1  10  10   1 17    17 0 GND                 153853953
36020209                         U1                               126   1  11  11   1 16    16 0 GND                 153853953
36020209                         U1                               126   1  12  12   1 15    15 0 PWM_DA_CurLmtAux    150724609
36020209                         U1                               126   1  13  13   1 14    14 0 GND                 153853953
36020209                         U1                               126   1  14  14   1 13    13 0 GND                 153853953
36020209                         U1                               126   1  15  15   1 12    12 0 GND                 153853953
36020209                         U1                               126   1  16  16   1 11    11 0 PWM_DA_CurLmtDC     150720513
36020209                         U1                               126   1  17  17   1 1      1 0 GND                 153853953
36020209                         U1                               126   1  18  18   1 19    19 0 GND                 153853953
36020209                         U1                                 0   2   1   1   2 20    20 1 +3V3_ref            150687745
36020209                         U1                                 0   3   1   1   3 10    10 1 GND                 153853953
36020209                         U2                               127   1   1   1   1 2      2 0 LED_Yellow          148434945
36020209                         U2                               127   1   2   2   1 3      3 0                        0
36020209                         U2                               127   1   3   3   1 4      4 0                        0
36020209                         U2                               127   1   4   4   1 5      5 0 LED_Green           148447233
36020209                         U2                               127   1   5   5   1 6      6 0                        0
36020209                         U2                               127   1   6   6   1 7      7 0                        0
36020209                         U2                               127   1   7   7   1 8      8 0                        0
36020209                         U2                               127   1   8   8   1 9      9 0 LED_Red             148451329
36020209                         U2                               127   1   9   9   1 18    18 0 LED_Y               148758529
36020209                         U2                               127   1  10  10   1 17    17 0 GND                 153853953
36020209                         U2                               127   1  11  11   1 16    16 0 GND                 153853953
36020209                         U2                               127   1  12  12   1 15    15 0 LED_G               148762625
36020209                         U2                               127   1  13  13   1 14    14 0 GND                 153853953
36020209                         U2                               127   1  14  14   1 13    13 0 GND                 153853953
36020209                         U2                               127   1  15  15   1 12    12 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
36020209                         U2                               127   1  16  16   1 11    11 0 LED_R               148766721
36020209                         U2                               127   1  17  17   1 1      1 0 GND                 153853953
36020209                         U2                               127   1  18  18   1 19    19 0 GND                 153853953
36020209                         U2                                 0   2   1   1   2 20    20 1 +3.3V               153563137
36020209                         U2                                 0   3   1   1   3 10    10 1 GND                 153853953
36020312                         U56                             1164   1   1   1   1 2      2 0 XSIG170464          153706497
36020312                         U56                             1164   1   2   2   1 1      1 0                        0
36020312                         U56                             1164   1   3   3   1 3      3 0 GND_para_1          153743361
36020312                         U56                             1164   1   4   4   1 5      5 0 +5V_para_1          153698305
36020312                         U56                             1164   1   5   5   1 4      4 0 XSIG170468          153722881
36020349                         U43                              903   1   1   1   1 3      3 0 XSIG130246          152289281
36020349                         U43                              903   1   2   2   1 2      2 0 XSIG130276          152379393
36020349                         U43                              903   2   1   1   2 8      8 0 GND                 153853953
